time,temp,tmin,tmax,rhum,prcp,snwd,wspd,wpgt,pres,tsun,cldc
2022-06-05,36.1,27.9,44.0,18,0.0,,12.9,,1004.6,,
2022-06-06,34.6,28.9,40.9,24,0.0,,13.4,,1003.9,,
2022-06-07,34.1,27.3,39.2,30,0.0,,14.4,,1002.8,,
2022-06-08,34.9,28.5,40.7,26,0.0,,14.2,,1003.5,,
2022-06-09,34.3,27.9,39.8,32,0.0,,12.0,,1004.1,,
2022-06-10,34.1,27.5,39.6,37,0.0,,11.4,,1004.1,,
2022-06-11,35.5,29.0,40.4,32,0.0,,14.3,,1004.0,,
2022-06-12,34.9,29.1,40.9,33,0.0,,14.8,,1003.2,,
2022-06-13,35.5,30.6,41.1,24,0.0,,14.1,,1003.8,,
2022-06-14,37.9,32.4,45.3,29,0.0,,5.1,,1001.9,,
2022-06-15,36.7,31.4,44.2,30,0.0,,3.8,,1001.5,,
2022-06-16,36.1,30.0,43.8,33,0.0,,2.7,,1000.6,,
2022-06-17,36.1,30.2,43.1,35,0.0,,2.3,,1001.5,,
2022-06-18,36.4,31.2,42.3,37,0.0,,3.7,,1000.9,,
2022-06-19,37.0,31.6,43.3,39,0.0,,3.1,,1001.0,,
2022-06-20,36.8,31.9,43.0,43,0.0,,3.4,,1000.8,,
2022-06-21,35.7,31.4,41.3,48,0.0,,3.6,,999.9,,
2022-06-22,34.7,30.6,40.1,46,0.0,,2.2,,999.5,,
2022-06-23,35.2,30.8,41.4,37,0.0,,2.4,,1000.4,,
2022-06-24,36.4,30.8,43.8,34,0.0,,2.6,,1000.6,,
2022-06-25,36.6,31.9,42.0,34,0.0,,3.4,,1002.3,,
2022-06-26,36.9,31.6,42.9,31,0.0,,2.2,,1003.0,,
2022-06-27,37.7,32.5,44.7,28,0.0,,3.3,,1001.8,,
2022-06-28,37.4,32.1,43.7,29,0.0,,2.4,,1001.3,,
2022-06-29,36.4,31.7,41.9,28,0.0,,2.9,,1002.0,,
2022-06-30,35.8,31.0,41.2,27,0.0,,4.0,,1002.0,,
2022-07-01,35.6,30.7,41.6,26,0.0,,3.8,,1002.4,,
2022-07-02,35.9,30.8,41.7,26,0.0,,3.6,,1002.9,,
2022-07-03,35.6,30.5,40.9,26,0.0,,3.1,,1002.2,,
2022-07-04,35.5,29.4,41.2,27,0.0,,2.3,,1002.6,,
2022-07-05,36.1,29.9,41.8,26,0.0,,2.1,,1003.7,,
2022-07-06,36.2,30.4,41.9,26,0.0,,3.3,,1002.2,,
2022-07-07,35.7,31.0,40.6,28,0.0,,3.8,,1002.4,,
2022-07-08,35.9,31.0,41.7,29,0.0,,2.8,,1002.0,,
2022-07-09,36.0,30.6,41.9,27,0.0,,2.2,,1002.2,,
2022-07-10,36.0,30.3,41.4,27,0.0,,3.1,,1001.7,,
2022-07-11,36.4,30.6,42.5,29,0.0,,2.8,,1002.3,,
2022-07-12,36.1,30.6,41.9,32,0.0,,2.9,,1003.7,,
2022-07-13,35.7,31.5,41.2,35,0.0,,3.4,,1003.3,,
2022-07-14,36.1,31.6,41.7,34,0.0,,2.1,,1002.0,,
2022-07-15,36.2,31.5,41.7,32,0.0,,2.2,,1001.5,,
2022-07-16,35.9,31.0,41.5,32,0.0,,2.4,,1002.0,,
2022-07-17,35.2,30.0,40.8,32,0.0,,2.1,,1001.4,,
2022-07-18,35.6,30.0,41.7,33,0.0,,2.0,,1001.0,,
2022-07-19,36.2,30.8,42.3,32,,,2.8,,1000.1,,
2022-07-20,35.8,31.6,41.0,36,,,3.1,,1000.8,,
2022-07-21,35.2,31.3,39.9,45,,,4.1,,1000.3,,
2022-07-22,35.2,30.9,41.0,48,,,3.6,,1001.3,,
2022-07-23,35.7,31.4,41.7,49,,,3.0,,1000.0,,
2022-07-24,35.4,31.8,39.9,49,,,5.1,,1000.0,,
2022-07-25,35.5,32.2,39.1,44,,,6.9,,1001.7,,
2022-07-26,36.8,31.9,42.0,41,,,5.6,,1001.2,,
2022-07-27,37.1,32.3,42.3,41,,,4.4,,1000.3,,
2022-07-28,37.0,32.9,42.1,45,,,4.4,,1001.4,,
2022-07-29,37.0,32.3,42.9,41,,,2.6,,1001.9,,
2022-07-30,36.5,32.2,42.1,38,,,1.8,,1001.9,,
2022-07-31,36.3,32.0,42.0,38,,,2.4,,1000.5,,
2022-08-01,35.4,31.3,40.2,37,,,3.3,,1001.0,,
2022-08-02,34.0,30.8,37.8,43,,,8.2,,1003.1,,
2022-08-03,34.0,30.4,38.9,49,,,7.6,,1003.3,,
2022-08-04,34.6,30.6,39.1,48,,,5.5,,1003.1,,
2022-08-05,35.6,32.0,40.9,45,,,4.5,,1003.1,,
2022-08-06,35.6,31.8,40.2,44,,,4.8,,1002.4,,
2022-08-07,35.6,32.5,39.6,47,,,6.0,,1001.5,,
2022-08-08,35.5,32.4,39.8,51,,,6.1,,1001.8,,
2022-08-09,35.6,32.7,40.1,52,,,5.0,,1001.7,,
2022-08-10,35.7,32.7,40.0,53,,,5.3,,1001.0,,3
2022-08-11,35.8,32.7,40.7,54,,,4.9,,1000.6,,3
2022-08-12,36.2,32.9,40.9,52,,,4.6,,1001.0,,3
2022-08-13,36.2,32.6,41.0,50,,,3.4,,1000.6,,2
2022-08-14,36.2,32.7,41.9,45,,,3.0,,1000.3,,2
2022-08-15,35.8,31.7,41.7,44,,,2.8,,1000.9,,2
2022-08-16,35.8,31.7,42.0,45,,,2.6,,1001.2,,1
2022-08-17,35.4,31.3,40.5,49,,,4.0,,1001.0,,2
2022-08-18,35.6,31.4,40.7,51,,,4.3,,1000.9,,2
2022-08-19,35.6,31.9,40.1,50,,,5.0,,1002.1,,2
2022-08-20,35.9,31.9,41.3,46,,,3.7,,1003.1,,2
2022-08-21,36.0,31.7,41.8,40,,,2.0,,1002.9,,2
2022-08-22,36.5,31.7,42.7,34,,,3.0,,1003.1,,2
2022-08-23,36.9,32.5,43.4,30,,,4.5,,1002.4,,2
2022-08-24,37.1,32.4,44.0,33,,,3.6,,1001.4,,2
2022-08-25,35.7,31.7,40.4,41,,,4.1,,1003.2,,2
2022-08-26,35.8,30.7,41.5,39,,,3.7,,1002.4,,2
2022-08-27,36.4,30.8,42.9,36,,,2.0,,1001.6,,2
2022-08-28,37.1,31.9,43.5,33,,,2.7,,1002.4,,3
2022-08-29,37.8,32.7,44.4,32,,,2.6,,1002.9,,3
2022-08-30,37.3,32.9,42.8,39,,,4.2,,1002.5,,2
2022-08-31,37.1,32.3,42.9,45,,,4.2,,1001.6,,1
2022-09-01,36.0,31.8,40.9,51,,,5.2,,1002.0,,2
2022-09-02,36.2,31.8,41.5,49,,,4.5,,1003.0,,2
2022-09-03,36.3,31.7,42.0,47,,,3.7,,1003.7,,1
2022-09-04,35.4,31.4,40.6,54,,,4.0,,1004.4,,1
2022-09-05,35.1,30.8,40.7,54,,,3.9,,1004.9,,1
2022-09-06,35.3,31.0,41.6,53,,,2.7,,1003.3,,2
2022-09-07,35.9,31.8,42.9,49,,,2.3,,1001.3,,1
2022-09-08,35.5,31.0,42.1,50,,,2.9,,1002.0,,1
2022-09-09,35.9,30.8,42.6,50,,,3.2,,1003.6,,1
2022-09-10,36.3,31.1,43.3,48,,,3.0,,1003.4,,1
2022-09-11,35.4,31.1,40.7,55,,,3.8,,1002.9,,2
2022-09-12,35.1,31.1,40.2,57,,,4.1,,1001.9,,2
2022-09-13,35.4,31.6,40.9,56,,,2.9,,1002.5,,3
2022-09-14,36.0,31.6,42.7,49,,,2.5,,1003.7,,2
2022-09-15,36.2,31.9,43.2,44,,,2.6,,1003.8,,1
2022-09-16,35.9,31.2,42.4,47,,,3.1,,1003.0,,2
2022-09-17,35.2,31.2,40.8,50,,,3.0,,1003.2,,2
2022-09-18,34.9,30.9,41.1,47,,,2.2,,1004.8,,2
2022-09-19,34.4,30.0,41.0,43,,,2.7,,1005.0,,1
2022-09-20,33.9,29.5,40.3,41,,,2.5,,1005.1,,1
2022-09-21,33.8,29.0,40.3,38,,,1.9,,1005.7,,1
2022-09-22,33.7,28.8,40.1,35,,,2.1,,1005.0,,0
2022-09-23,34.0,28.3,41.1,35,,,1.9,,1004.8,,1
2022-09-24,34.6,29.9,40.4,41,,,2.2,,1005.7,,2
2022-09-25,35.7,30.7,42.1,41,,,2.4,,1004.6,,2
2022-09-26,37.1,32.2,44.2,34,,,1.9,,1004.9,,1
2022-09-27,36.8,31.0,44.0,31,,,2.5,,1005.7,,1
2022-09-28,36.6,31.2,43.8,32,,,2.2,,1005.6,,1
2022-09-29,35.9,29.9,43.2,35,,,1.8,,1004.1,,1
2022-09-30,35.3,29.6,42.3,38,,,3.1,,1004.6,,0
2022-10-01,34.1,29.2,39.9,43,,,3.2,,1006.4,,1
2022-10-02,33.8,28.7,40.2,47,,,3.2,,1005.2,,0
2022-10-03,33.4,28.7,39.1,49,,,3.5,,1004.3,,0
2022-10-04,33.8,28.8,40.1,48,,,2.7,,1005.7,,1
2022-10-05,34.9,29.1,42.4,42,,,2.0,,1007.5,,1
2022-10-06,35.6,29.2,43.8,38,,,1.8,,1006.8,,0
2022-10-07,34.9,29.7,41.3,42,,,2.8,,1005.8,,0
2022-10-08,34.5,29.6,40.8,46,,,2.3,,1005.8,,0
2022-10-09,34.3,29.3,41.1,48,,,2.0,,1006.5,,0
2022-10-10,34.0,28.8,40.6,49,,,2.3,,1008.3,,0
2022-10-11,33.7,28.6,40.5,49,,,2.5,,1008.9,,0
2022-10-12,33.3,28.3,39.9,50,,,2.4,,1008.5,,0
2022-10-13,33.4,28.0,40.7,48,,,2.4,,1008.0,,0
2022-10-14,32.8,27.7,39.4,50,,,3.0,,1007.1,,1
2022-10-15,32.7,27.6,39.1,53,,,2.8,,1007.1,,0
2022-10-16,32.8,27.6,39.4,51,,,2.5,,1008.3,,0
2022-10-17,32.9,28.0,39.4,50,,,2.1,,1009.9,,0
2022-10-18,32.9,28.0,39.3,51,,,2.2,,1010.4,,0
2022-10-19,32.7,27.7,39.1,51,,,2.1,,1009.4,,0
2022-10-20,32.7,27.3,39.6,50,,,2.0,,1008.4,,0
2022-10-21,32.7,27.7,39.0,49,,,2.5,,1008.6,,0
2022-10-22,32.5,27.7,38.8,51,,,2.0,,1010.2,,0
2022-10-23,32.4,27.5,39.4,53,,,1.7,,1011.5,,0
2022-10-24,32.0,27.3,38.2,55,,,1.8,,1010.5,,0
2022-10-25,31.7,27.5,37.1,56,,,2.1,,1008.9,,1
2022-10-26,32.1,28.2,37.9,56,,,2.0,,1009.7,,2
2022-10-27,32.4,28.2,38.8,55,,,1.7,,1010.3,,3
2022-10-28,32.0,27.6,38.4,56,,,2.1,,1009.8,,1
2022-10-29,31.5,27.1,37.2,58,,,2.3,,1009.0,,1
2022-10-30,31.6,27.2,37.6,60,,,2.5,,1009.4,,1
2022-10-31,31.7,27.1,38.1,59,,,2.5,,1009.6,,0
2022-11-01,31.4,27.2,37.5,59,,,1.7,,1010.0,,0
2022-11-02,30.8,26.8,37.2,57,,,1.7,,1010.1,,1
2022-11-03,30.0,25.9,36.2,53,,,1.8,,1009.9,,0
2022-11-04,30.0,25.2,36.5,51,,,1.4,,1009.9,,1
2022-11-05,30.2,25.4,36.6,54,,,2.0,,1010.3,,1
2022-11-06,30.4,25.6,36.7,53,,,2.0,,1011.0,,1
2022-11-07,30.5,26.0,36.7,56,,,2.0,,1010.9,,0
2022-11-08,29.9,26.2,35.2,59,,,2.1,,1010.3,,1
2022-11-09,29.8,25.7,35.5,58,,,2.1,,1009.8,,1
2022-11-10,29.5,26.0,34.0,59,,,2.6,,1010.0,,2
2022-11-11,29.2,26.7,33.9,62,,,2.4,,1010.9,,3
2022-11-12,30.0,26.5,34.9,61,,,2.4,,1011.7,,2
2022-11-13,30.5,26.6,36.2,62,,,2.1,,1011.9,,1
2022-11-14,30.3,26.3,36.0,64,,,2.0,,1011.4,,1
2022-11-15,30.0,26.2,35.3,66,,,2.8,,1010.9,,1
2022-11-16,29.6,26.5,34.0,67,,,3.5,,1010.2,,2
2022-11-17,29.4,26.0,34.6,64,,,2.8,,1010.3,,2
2022-11-18,29.6,25.5,35.3,59,,,1.8,,1010.5,,1
2022-11-19,29.9,25.9,35.7,57,,,1.4,,1010.8,,1
2022-11-20,29.8,25.4,36.2,55,,,1.8,,1010.9,,0
2022-11-21,29.9,25.6,36.3,57,,,2.3,,1010.7,,1
2022-11-22,29.8,25.7,35.8,59,,,2.8,,1010.8,,1
2022-11-23,29.3,25.5,34.5,61,,,3.2,,1010.1,,2
2022-11-24,28.3,26.1,32.0,65,,,4.9,,1009.6,,3
2022-11-25,28.4,24.6,34.0,64,,,2.1,,1010.5,,2
2022-11-26,29.1,25.1,35.3,59,,,1.4,,1011.0,,1
2022-11-27,29.3,25.0,35.7,59,,,1.9,,1009.5,,1
2022-11-28,29.1,25.3,35.0,64,,,3.7,,1008.5,,1
2022-11-29,28.6,25.4,33.1,69,,,6.4,,1008.3,,2
2022-11-30,28.7,24.7,34.5,66,,,3.5,,1009.6,,2
2022-12-01,29.0,25.2,34.6,65,,,1.8,,1010.8,,2
2022-12-02,29.1,25.4,34.7,62,,,1.8,,1010.6,,1
2022-12-03,29.0,25.2,34.8,61,,,2.3,,1010.0,,1
2022-12-04,28.9,25.4,34.3,62,,,1.8,,1010.9,,2
2022-12-05,28.2,25.1,32.9,65,,,2.1,,1011.5,,2
2022-12-06,27.5,24.8,31.8,66,,,2.0,,1011.5,,2
2022-12-07,27.7,24.4,33.2,57,,,1.6,,1011.5,,2
2022-12-08,28.0,24.1,34.4,53,,,1.7,,1012.5,,1
2022-12-09,27.4,23.6,33.4,55,,,1.8,,1012.7,,1
2022-12-10,27.9,23.5,34.5,54,,,1.8,,1011.5,,0
2022-12-11,27.8,23.8,33.7,60,,,2.7,,1011.1,,1
2022-12-12,27.3,23.9,32.4,66,,,2.8,,1011.5,,3
2022-12-13,27.4,23.8,32.9,63,,,2.2,,1011.2,,2
2022-12-14,27.6,23.9,33.0,62,,,2.1,,1011.6,,2
2022-12-15,27.8,23.7,34.0,57,,,1.7,,1011.6,,1
2022-12-16,27.9,23.2,34.7,52,,,1.6,,1010.9,,0
2022-12-17,28.4,23.8,35.4,53,,,2.1,,1010.8,,1
2022-12-18,28.3,23.8,35.2,58,,,2.4,,1011.8,,0
2022-12-19,28.0,23.3,34.9,58,,,2.3,,1011.6,,0
2022-12-20,27.6,22.9,34.1,57,,,3.1,,1010.1,,2
2022-12-21,27.0,23.7,31.7,61,,,4.6,,1009.7,,3
2022-12-22,26.9,23.9,31.4,63,,,5.2,,1009.2,,3
2022-12-23,24.2,21.2,26.6,65,,,4.2,,1010.2,,4
2022-12-24,22.8,18.9,28.5,56,,,1.8,,1013.6,,1
2022-12-25,22.4,19.2,26.9,55,,,1.8,,1014.3,,2
2022-12-26,22.2,19.4,27.5,52,,,4.0,,1015.8,,2
2022-12-27,21.8,18.2,28.1,53,,,4.6,,1017.2,,1
2022-12-28,23.6,18.6,30.6,46,,,2.6,,1016.5,,0
2022-12-29,25.0,20.7,30.6,47,,,2.4,,1014.7,,2
2022-12-30,24.6,22.2,28.0,64,,,2.7,,1015.6,,6
2022-12-31,24.9,21.1,30.5,71,,,1.7,,1016.4,,4
2023-01-01,25.3,22.3,29.1,75,,,2.3,,1015.6,,4
2023-01-02,25.8,23.2,29.1,73,,,2.1,,1014.9,,6
2023-01-03,25.9,23.5,29.7,75,,,3.1,,1015.1,,5
2023-01-04,24.3,22.6,26.7,77,,,3.0,,1015.1,,6
2023-01-05,23.7,21.2,28.0,65,,,2.4,,1014.9,,5
2023-01-06,23.6,20.6,28.7,58,,,2.9,,1015.0,,3
2023-01-07,24.1,19.8,30.7,60,,,2.2,,1015.1,,2
2023-01-08,24.6,20.7,29.9,69,,,2.2,,1013.6,,3
2023-01-09,23.5,21.7,26.8,75,,,2.5,,1013.5,,5
2023-01-10,23.1,19.8,28.5,56,,,3.8,,1016.3,,4
2023-01-11,24.2,20.4,29.4,54,,,2.0,,1015.1,,3
2023-01-12,24.6,21.4,29.8,62,,,1.7,,1013.8,,4
2023-01-13,24.3,21.4,29.2,65,,,2.3,,1013.7,,4
2023-01-14,23.7,21.5,27.2,69,,,1.8,,1013.8,,5
2023-01-15,24.4,21.2,29.4,66,,,2.5,,1014.1,,3
2023-01-16,23.9,21.2,27.8,70,,,2.8,,1013.6,,3
2023-01-17,24.3,21.1,29.6,56,,,3.7,,1014.8,,4
2023-01-18,25.8,21.3,32.7,52,,,2.1,,1014.0,,2
2023-01-19,26.7,22.0,33.5,52,,,1.4,,1013.3,,1
2023-01-20,26.7,22.1,33.3,65,,,3.1,,1012.4,,1
2023-01-21,26.9,22.7,32.9,70,,,2.8,,1011.7,,1
2023-01-22,26.9,23.1,32.9,68,,,2.6,,1011.2,,2
2023-01-23,26.8,23.0,32.6,66,,,2.4,,1011.9,,1
2023-01-24,26.6,22.8,32.3,65,,,2.0,,1012.2,,2
2023-01-25,25.5,22.3,30.0,65,,,2.1,,1011.1,,3
2023-01-26,25.5,21.3,31.8,58,,,2.1,,1011.0,,2
2023-01-27,26.3,21.4,33.4,54,,,2.0,,1010.8,,1
2023-01-28,27.1,22.3,34.3,56,,,1.9,,1011.3,,1
2023-01-29,27.5,22.8,34.7,59,,,2.4,,1010.6,,0
2023-01-30,27.3,23.0,34.0,65,,,4.8,,1010.0,,1
2023-01-31,26.6,23.4,31.9,69,,,6.9,,1010.0,,2
2023-02-01,24.7,22.1,28.8,64,,,2.5,,1012.4,,3
2023-02-02,22.6,19.6,27.8,50,,,4.2,,1015.4,,2
2023-02-03,23.7,18.5,31.3,47,,,2.6,,1014.8,,1
2023-02-04,23.8,20.0,30.0,55,,,1.9,,1014.0,,1
2023-02-05,24.6,19.5,32.0,59,,,3.1,,1012.0,,1
2023-02-06,24.8,21.4,30.4,66,,,3.7,,1011.7,,3
2023-02-07,23.8,21.2,28.9,54,,,3.6,,1013.6,,3
2023-02-08,22.8,19.2,29.5,49,,,4.1,,1015.0,,2
2023-02-09,25.3,19.3,33.9,47,,,2.5,,1013.9,,1
2023-02-10,26.7,21.4,34.0,55,,,2.5,,1012.6,,0
2023-02-11,26.7,22.6,32.5,64,,,5.9,,1012.2,,1
2023-02-12,26.0,22.7,31.6,69,,,3.3,,1012.8,,2
2023-02-13,25.5,21.9,30.9,63,,,3.0,,1012.9,,1
2023-02-14,24.4,21.0,29.3,62,,,4.2,,1011.5,,1
2023-02-15,22.7,20.5,26.6,54,,,4.0,,1012.0,,3
2023-02-16,22.3,18.8,28.2,47,,,3.9,,1014.4,,2
2023-02-17,24.8,19.4,32.2,48,,,3.1,,1013.4,,2
2023-02-18,26.4,22.3,32.0,54,,,3.2,,1013.1,,2
2023-02-19,27.5,22.6,34.1,56,,,2.9,,1013.2,,1
2023-02-20,27.9,23.1,34.8,56,,,2.6,,1012.8,,2
2023-02-21,27.7,23.1,34.2,56,,,3.1,,1012.0,,1
2023-02-22,27.3,22.8,33.8,59,,,2.9,,1011.4,,0
2023-02-23,26.4,22.2,32.6,60,,,2.7,,1010.4,,1
2023-02-24,26.4,21.2,33.6,52,,,2.1,,1010.3,,0
2023-02-25,26.6,22.0,33.1,48,,,2.7,,1011.1,,1
2023-02-26,26.7,22.2,33.1,52,,,2.4,,1013.0,,1
2023-02-27,27.7,22.3,35.0,52,,,2.2,,1013.6,,1
2023-02-28,28.3,23.8,34.6,55,,,3.0,,1012.1,,1
2023-03-01,29.0,24.2,35.8,57,,,3.1,,1010.8,,1
2023-03-02,29.8,25.0,36.6,54,,,3.1,,1010.5,,1
2023-03-03,30.2,25.9,36.4,54,,,3.2,,1011.1,,2
2023-03-04,30.6,26.7,36.2,52,,,3.9,,1012.0,,3
2023-03-05,30.7,27.1,36.7,55,,,4.3,,1011.5,,2
2023-03-06,30.9,26.8,37.0,55,,,5.5,,1009.8,,1
2023-03-07,30.9,26.8,36.8,52,,,3.8,,1008.1,,1
2023-03-08,29.9,26.5,35.6,53,,,3.3,,1008.3,,2
2023-03-09,27.5,24.0,33.7,48,,,3.5,,1009.6,,1
2023-03-10,26.2,21.6,33.1,43,,,3.4,,1010.2,,1
2023-03-11,27.6,23.0,33.8,50,,,4.4,,1008.6,,2
2023-03-12,26.9,24.3,30.0,58,,,3.8,,1007.7,,4
2023-03-13,26.6,20.8,33.5,52,,,2.0,,1008.5,,1
2023-03-14,26.8,20.7,33.8,49,,,3.5,,1008.1,,2
2023-03-15,26.5,23.2,32.3,55,,,3.3,,1008.6,,2
2023-03-16,26.0,19.5,34.2,47,,,2.6,,1010.0,,0
2023-03-17,27.7,20.6,35.8,40,,,2.4,,1009.5,,1
2023-03-18,28.5,24.5,33.9,40,,,2.1,,1009.2,,2
2023-03-19,28.2,22.3,35.3,36,,,2.1,,1010.2,,1
2023-03-20,25.7,21.5,32.0,39,,,3.2,,1010.1,,0
2023-03-21,23.4,18.3,30.0,43,,,3.7,,1009.9,,0
2023-03-22,24.8,17.9,32.9,43,,,2.2,,1009.2,,0
2023-03-23,26.6,20.2,34.2,44,,,3.2,,1008.1,,1
2023-03-24,28.5,21.9,36.0,41,,,3.2,,1007.8,,0
2023-03-25,29.4,23.7,36.0,44,,,6.9,,1005.7,,2
2023-03-26,27.8,23.7,32.1,46,,,4.4,,1007.3,,2
2023-03-27,25.3,20.7,31.8,45,,,3.1,,1010.1,,1
2023-03-28,27.0,19.9,35.4,41,,,2.6,,1011.0,,0
2023-03-29,29.5,23.1,37.2,39,,,2.9,,1009.6,,0
2023-03-30,29.4,25.4,35.4,45,,,3.1,,1009.3,,1
2023-03-31,26.5,23.0,32.5,42,,,4.5,,1010.2,,2
2023-04-01,26.4,20.7,33.9,45,,,3.5,,1009.9,,1
2023-04-02,27.7,22.3,34.4,46,,,2.7,,1009.3,,2
2023-04-03,28.4,22.3,35.9,47,,,3.4,,1008.0,,2
2023-04-04,29.5,23.4,36.4,45,,,4.2,,1007.7,,3
2023-04-05,30.3,25.9,36.1,46,,,4.2,,1008.2,,3
2023-04-06,30.3,26.3,36.4,46,,,3.1,,1008.0,,2
2023-04-07,30.6,26.4,35.9,50,,,3.8,,1007.6,,3
2023-04-08,31.3,28.3,36.0,48,,,4.2,,1008.1,,3
2023-04-09,31.5,28.6,36.3,46,,,4.6,,1008.0,,3
2023-04-10,31.3,28.5,35.8,48,,,6.5,,1005.8,,2
2023-04-11,31.8,26.9,38.3,52,,,9.1,,1004.6,,1
2023-04-12,30.0,25.5,34.4,53,,,6.2,,1006.0,,2
2023-04-13,27.6,24.0,34.0,42,,,5.5,,1010.4,,2
2023-04-14,29.3,24.0,35.6,46,,,4.9,,1010.1,,2
2023-04-15,30.5,27.5,35.1,54,,,5.6,,1008.7,,2
2023-04-16,30.7,26.8,36.1,56,,,5.5,,1006.9,,2
2023-04-17,31.7,26.7,38.3,52,,,4.7,,1005.8,,2
2023-04-18,31.9,27.3,37.7,50,,,4.5,,1006.9,,1
2023-04-19,32.3,28.0,37.8,47,,,3.9,,1006.8,,1
2023-04-20,32.7,28.0,38.6,45,,,3.6,,1004.4,,1
2023-04-21,33.3,28.1,39.4,43,,,3.0,,1003.0,,2
2023-04-22,33.0,28.1,38.7,43,,,3.8,,1003.6,,1
2023-04-23,32.9,28.1,38.2,44,,,4.9,,1005.4,,1
2023-04-24,33.4,28.4,39.4,42,,,4.2,,1005.7,,2
2023-04-25,33.9,29.6,39.1,42,,,3.4,,1005.6,,1
2023-04-26,33.2,27.8,39.2,41,,,2.4,,1005.9,,1
2023-04-27,33.2,27.7,38.8,38,,,2.6,,1005.5,,1
2023-04-28,33.1,28.3,38.6,36,,,2.4,,1006.0,,1
2023-04-29,32.7,27.2,39.0,33,,,2.2,,1006.1,,1
2023-04-30,31.2,26.3,37.4,31,,,3.7,,1007.1,,1
2023-05-01,30.6,25.2,37.4,32,,,3.1,,1008.1,,1
2023-05-02,31.6,25.5,38.7,33,,,2.0,,1008.4,,1
2023-05-03,32.4,25.7,39.5,33,,,1.8,,1008.8,,1
2023-05-04,33.0,26.4,40.3,32,,,1.8,,1008.2,,0
2023-05-05,33.5,27.2,40.4,33,,,2.7,,1007.0,,1
2023-05-06,33.8,28.1,40.3,31,,,2.0,,1006.5,,2
2023-05-07,34.0,28.2,41.0,30,,,2.7,,1006.7,,2
2023-05-08,33.0,29.0,38.9,30,,,3.8,,1006.6,,2
2023-05-09,31.3,26.2,37.4,30,,,3.4,,1006.7,,1
2023-05-10,32.6,25.9,40.3,33,,,2.1,,1005.9,,1
2023-05-11,34.6,28.4,41.0,32,,,2.3,,1006.4,,1
2023-05-12,36.1,29.1,43.7,28,,,2.8,,1006.5,,0
2023-05-13,35.6,30.0,42.3,30,,,1.9,,1007.1,,0
2023-05-14,35.3,29.2,42.2,34,,,1.9,,1006.7,,0
2023-05-15,34.6,29.7,40.0,39,,,3.5,,1005.1,,1
2023-05-16,34.7,29.2,40.7,40,,,4.2,,1004.5,,0
2023-05-17,35.3,29.8,41.1,40,,,3.7,,1004.2,,0
2023-05-18,35.6,30.4,41.0,40,,,3.3,,1005.0,,1
2023-05-19,35.4,30.1,41.4,36,,,2.5,,1005.7,,0
2023-05-20,34.3,29.9,39.6,37,,,2.5,,1006.0,,1
2023-05-21,33.3,28.4,39.5,35,,,2.2,,1006.6,,1
2023-05-22,33.6,28.0,39.7,36,,,3.2,,1007.1,,1
2023-05-23,35.1,29.8,41.3,37,,,3.5,,1006.5,,1
2023-05-24,35.6,30.8,41.2,35,,,2.7,,1006.7,,1
2023-05-25,35.9,31.0,41.5,36,,,3.2,,1006.7,,1
2023-05-26,36.0,31.0,41.9,38,,,2.7,,1006.7,,0
2023-05-27,35.9,31.1,41.8,38,,,4.5,,1005.4,,1
2023-05-28,35.9,31.7,41.3,40,,,6.1,,1004.7,,1
2023-05-29,35.8,32.2,40.6,40,,,6.4,,1005.2,,3
2023-05-30,35.6,31.6,40.6,40,,,3.6,,1007.5,,2
2023-05-31,35.4,31.0,41.4,39,,,2.5,,1007.9,,1
2023-06-01,36.0,30.4,42.8,34,,,2.8,,1007.1,,1
2023-06-02,37.4,31.7,44.2,32,,,2.5,,1006.3,,1
2023-06-03,37.9,32.9,43.8,31,,,2.8,,1006.6,,1
2023-06-04,37.7,33.1,43.0,32,,,3.1,,1006.2,,1
2023-06-05,37.5,32.9,42.9,33,,,3.0,,1005.0,,2
2023-06-06,37.6,32.7,43.6,33,,,2.7,,1005.2,,1
2023-06-07,37.9,32.7,44.2,31,,,2.7,,1005.0,,2
2023-06-08,38.4,32.1,46.0,28,,,2.5,,1004.5,,0
2023-06-09,39.1,32.7,45.7,28,,,2.8,,1003.1,,1
2023-06-10,38.2,33.1,43.5,32,,,4.1,,1002.1,,1
2023-06-11,37.9,33.0,44.1,32,,,2.3,,1003.1,,1
2023-06-12,36.7,32.3,41.9,28,,,3.4,,1004.4,,1
2023-06-13,36.1,30.5,42.3,26,,,3.1,,1003.6,,0
2023-06-14,37.3,30.6,44.1,29,,,3.2,,1002.5,,0
2023-06-15,37.6,32.4,44.0,32,,,2.8,,1003.2,,1
2023-06-16,37.4,31.8,44.0,32,,,3.0,,1003.2,,0
2023-06-17,37.2,30.7,44.3,29,,,2.6,,1002.9,,0
2023-06-18,38.1,31.4,45.0,29,,,2.9,,1002.3,,0
2023-06-19,37.6,32.0,44.2,33,,,2.5,,1002.4,,0
2023-06-20,37.0,31.3,43.9,34,,,3.5,,1002.4,,0
2023-06-21,36.9,31.3,43.3,31,,,3.5,,1002.2,,1
2023-06-22,36.6,30.9,43.5,31,,,3.0,,1002.1,,1
2023-06-23,37.0,31.3,44.0,30,,,2.8,,1002.0,,1
2023-06-24,37.1,31.6,43.5,31,,,2.8,,1002.7,,1
